,t,i,j,k,v,q
32505,2021,24,12,400950,0.257,        0.072
32506,2021,24,12,841459,0.191,        0.001
32507,2021,24,12,847193,1.278,        0.002
48785,2021,31,12,121190,6.9,       23.000
48786,2021,31,12,392690,0.087,           NA
48787,2021,31,12,843139,1.575,        0.005
48788,2021,31,12,848190,0.896,        0.002
58365,2021,32,12,30378,225.27,      162.783
58366,2021,32,12,40221,343787.3,    99865.880
58367,2021,32,12,71333,34622.009,    34720.790
58368,2021,32,12,100190,64582.348,   236033.500
58369,2021,32,12,100590,547246.112,  2591985.000
58370,2021,32,12,120220,17112.219,    13184.030
58371,2021,32,12,150710,69403.6,    56700.000
58372,2021,32,12,230400,82966.565,   208872.700
95726,2021,36,12,40500,1821.562,      352.800
95727,2021,36,12,210610,17.331,        0.745
95728,2021,36,12,230990,316.787,       80.000
95729,2021,36,12,300640,343.584,        1.057
95730,2021,36,12,330610,12.801,        0.256
95731,2021,36,12,330690,87.757,        9.775
95732,2021,36,12,340220,302.729,       10.820
95733,2021,36,12,350400,131.369,       17.182
95734,2021,36,12,350691,20.531,        0.044
95735,2021,36,12,420229,0.045,        0.380
95736,2021,36,12,491110,0.115,        0.016
95737,2021,36,12,611790,3.005,        0.040
95738,2021,36,12,700992,0.001,           NA
95739,2021,36,12,732690,0.068,        0.008
95740,2021,36,12,843890,350.586,        5.216
95741,2021,36,12,847989,2.197,        0.057
95742,2021,36,12,848310,13.506,        0.722
95743,2021,36,12,848320,17.617,        0.860
95744,2021,36,12,850440,0.067,        0.001
95745,2021,36,12,852520,2.667,        0.003
95746,2021,36,12,853290,66.914,        1.608
95747,2021,36,12,854420,1.855,        0.053
95748,2021,36,12,854441,0.02,        0.008
95749,2021,36,12,870810,244.469,       10.519
95750,2021,36,12,901849,107.044,        0.276
95751,2021,36,12,901850,171.435,        0.392
95752,2021,36,12,940290,6.256,        0.249
227445,2021,40,12,40900,0.034,        0.001
227446,2021,40,12,80290,0.018,        0.002
227447,2021,40,12,90112,0.007,        0.001
227448,2021,40,12,90121,0.077,        0.001
227449,2021,40,12,90130,0.04,        0.002
227450,2021,40,12,90420,0.035,        0.007
227451,2021,40,12,110412,0.04,        0.002
227452,2021,40,12,120810,677.322,      713.000
227453,2021,40,12,130231,0.432,        0.003
227454,2021,40,12,130232,5.481,        0.805
227455,2021,40,12,130239,5.098,        0.748
227456,2021,40,12,151319,0.004,        0.001
227457,2021,40,12,170290,1393.276,      452.500
227458,2021,40,12,170410,0.012,        0.001
227459,2021,40,12,170490,0.004,        0.001
227460,2021,40,12,180690,0.439,        0.030
227461,2021,40,12,190530,0.006,        0.002
227462,2021,40,12,200520,0.011,        0.003
227463,2021,40,12,200960,5.834,        2.215
227464,2021,40,12,210120,0.118,        0.003
227465,2021,40,12,210390,275.239,       55.850
227466,2021,40,12,210690,2434.341,      263.742
227467,2021,40,12,220210,818.072,      336.328
227468,2021,40,12,220290,85.674,      100.235
227469,2021,40,12,220421,2.339,        0.122
227470,2021,40,12,230910,0.004,        0.002
227471,2021,40,12,230990,194.33,       60.340
227472,2021,40,12,271000,0.734,        0.709
227473,2021,40,12,282720,0.028,        0.016
227474,2021,40,12,282732,0.167,        0.001
227475,2021,40,12,283321,0.059,        0.085
227476,2021,40,12,283329,0.044,        0.404
227477,2021,40,12,283421,0.044,        0.018
227478,2021,40,12,283524,0.084,        0.019
227479,2021,40,12,284440,3.187,           NA
227480,2021,40,12,284590,6.395,        0.018
227481,2021,40,12,285100,0.344,        0.001
227482,2021,40,12,290110,0.09,        0.113
227483,2021,40,12,290490,0.965,        0.119
227484,2021,40,12,291829,14.214,        1.350
227485,2021,40,12,293100,1.288,        0.175
227486,2021,40,12,293629,0.064,        0.001
227487,2021,40,12,300210,17008.036,       45.611
227488,2021,40,12,300390,0.089,        0.144
227489,2021,40,12,300439,962.269,        0.988
227490,2021,40,12,300490,75.812,        0.477
227491,2021,40,12,300590,0.041,        0.003
227492,2021,40,12,300610,254.762,        0.412
227493,2021,40,12,320411,51.536,        6.636
227494,2021,40,12,320412,2.934,        0.125
227495,2021,40,12,320414,5.622,        0.688
227496,2021,40,12,320415,125.369,       12.812
227497,2021,40,12,320416,37.415,        3.914
227498,2021,40,12,320417,733.673,      102.450
227499,2021,40,12,320420,27.526,        2.952
227500,2021,40,12,320610,6.214,        0.600
227501,2021,40,12,320649,413.894,       40.918
227502,2021,40,12,320710,0.013,        0.001
227503,2021,40,12,320910,0.971,        0.180
227504,2021,40,12,321410,0.053,        0.009
227505,2021,40,12,321490,8.349,        0.462
227506,2021,40,12,321511,63.913,        1.260
227507,2021,40,12,321519,397.909,       11.314
227508,2021,40,12,321590,36.724,        0.403
227509,2021,40,12,330210,268.586,       30.456
227510,2021,40,12,330290,0.004,        0.005
227511,2021,40,12,330300,0.018,        0.001
227512,2021,40,12,330420,0.444,        0.004
227513,2021,40,12,330499,2.263,        0.004
227514,2021,40,12,330510,0.147,        0.018
227515,2021,40,12,330590,0.108,        0.002
227516,2021,40,12,330610,0.035,        0.002
227517,2021,40,12,330690,0.001,           NA
227518,2021,40,12,340111,0.001,           NA
227519,2021,40,12,340120,0.035,        0.016
227520,2021,40,12,340213,12.38,        0.470
227521,2021,40,12,340219,0.056,        0.002
227522,2021,40,12,340220,0.004,        0.001
227523,2021,40,12,340290,25.185,        5.292
227524,2021,40,12,340399,15.919,        0.040
227525,2021,40,12,340600,0.004,        0.001
227526,2021,40,12,350610,0.129,        0.008
227527,2021,40,12,350699,1.282,        0.050
227528,2021,40,12,350790,0.338,        0.008
227529,2021,40,12,360300,401.907,        3.345
227530,2021,40,12,370790,5.948,        0.079
227531,2021,40,12,380840,0.953,        0.022
227532,2021,40,12,380890,0.007,        0.001
227533,2021,40,12,380991,67.594,       11.299
227534,2021,40,12,381300,4.03,        1.388
227535,2021,40,12,381400,32.549,        0.640
227536,2021,40,12,381590,178.895,       45.000
227537,2021,40,12,381600,775.207,     1768.200
227538,2021,40,12,381800,6.393,        0.054
227539,2021,40,12,382100,0.364,        0.003
227540,2021,40,12,382200,638.012,        1.982
227541,2021,40,12,382390,189.483,       51.673
227542,2021,40,12,390110,2113.758,     1065.330
227543,2021,40,12,390120,1072.854,      644.050
227544,2021,40,12,390190,744.944,      445.500
227545,2021,40,12,390210,320.265,      180.000
227546,2021,40,12,390590,6.026,        0.513
227547,2021,40,12,390690,13.697,        2.821
227548,2021,40,12,390720,0.034,        0.005
227549,2021,40,12,391000,27.54,        1.185
227550,2021,40,12,391190,79.215,       32.000
227551,2021,40,12,391610,0.205,        0.003
227552,2021,40,12,391620,3.295,        0.760
227553,2021,40,12,391690,170.747,       27.776
227554,2021,40,12,391721,0.026,        0.001
227555,2021,40,12,391723,0.092,        0.028
227556,2021,40,12,391729,26.898,        2.188
227557,2021,40,12,391731,2.425,        0.009
227558,2021,40,12,391732,0.065,        0.002
227559,2021,40,12,391733,3.953,        0.017
227560,2021,40,12,391739,2.477,        0.053
227561,2021,40,12,391740,574.491,       87.406
227562,2021,40,12,391910,0.695,        0.044
227563,2021,40,12,391990,89.969,        2.338
227564,2021,40,12,392010,2.381,        0.034
227565,2021,40,12,392030,7.995,        0.541
227566,2021,40,12,392042,6.125,        1.413
227567,2021,40,12,392079,398.91,      100.438
227568,2021,40,12,392092,26.178,        4.502
227569,2021,40,12,392099,48.854,        9.475
227570,2021,40,12,392111,10.266,        0.860
227571,2021,40,12,392190,8.804,        1.378
227572,2021,40,12,392310,0.224,        0.004
227573,2021,40,12,392329,22.254,        1.469
227574,2021,40,12,392330,8.725,        0.038
227575,2021,40,12,392350,247.893,       11.226
227576,2021,40,12,392390,0.002,        0.001
227577,2021,40,12,392410,8.362,        0.250
227578,2021,40,12,392490,0.208,        0.007
227579,2021,40,12,392610,0.106,        0.094
227580,2021,40,12,392630,71.5,        3.326
227581,2021,40,12,392690,272.565,        5.104
227582,2021,40,12,400520,2.875,        0.935
227583,2021,40,12,400591,42.969,       16.095
227584,2021,40,12,400690,7.665,        2.022
227585,2021,40,12,400811,45.104,        1.688
227586,2021,40,12,400829,0.368,        0.016
227587,2021,40,12,400910,0.169,        0.010
227588,2021,40,12,400920,0.923,        0.090
227589,2021,40,12,400930,0.168,        0.057
227590,2021,40,12,400940,2.154,        0.059
227591,2021,40,12,400950,36.188,        0.846
227592,2021,40,12,401010,1.986,        0.041
227593,2021,40,12,401099,31.185,        0.813
227594,2021,40,12,401110,0.234,        0.025
227595,2021,40,12,401490,0.002,           NA
227596,2021,40,12,401610,1.022,        0.015
227597,2021,40,12,401693,23.01,        0.037
227598,2021,40,12,401695,1.933,        0.184
227599,2021,40,12,401699,29.677,        1.494
227600,2021,40,12,420212,1.891,        0.017
227601,2021,40,12,420292,0.245,        0.014
227602,2021,40,12,420299,0.302,        0.002
227603,2021,40,12,420310,0.083,        0.001
227604,2021,40,12,440792,339.316,      377.303
227605,2021,40,12,441010,568.284,      747.464
227606,2021,40,12,441119,275.219,      249.174
227607,2021,40,12,441890,10.399,        6.352
227608,2021,40,12,442190,0.056,        0.015
227609,2021,40,12,481011,1129.61,     1286.925
227610,2021,40,12,481029,685.276,      894.117
227611,2021,40,12,481190,475.257,      156.257
227612,2021,40,12,481820,0.001,           NA
227613,2021,40,12,481890,1.294,        0.060
227614,2021,40,12,481910,0.001,        0.001
227615,2021,40,12,481920,0.001,           NA
227616,2021,40,12,481940,3.39,        0.965
227617,2021,40,12,481960,3.048,        0.235
227618,2021,40,12,482010,4.224,        0.553
227619,2021,40,12,482090,0.004,        0.001
227620,2021,40,12,482110,0.012,        0.001
227621,2021,40,12,482190,0.014,        0.001
227622,2021,40,12,482390,0.012,        0.005
227623,2021,40,12,490110,2.007,        0.005
227624,2021,40,12,490199,1.064,        0.094
227625,2021,40,12,490290,0.026,        0.002
227626,2021,40,12,490890,0.071,        0.002
227627,2021,40,12,491000,0.75,        0.071
227628,2021,40,12,491110,6.309,        1.666
227629,2021,40,12,491191,0.549,        0.005
227630,2021,40,12,491199,0.787,        0.159
227631,2021,40,12,560790,0.005,           NA
227632,2021,40,12,591132,9.462,        0.128
227633,2021,40,12,610130,0.151,        0.007
227634,2021,40,12,610323,0.151,        0.007
227635,2021,40,12,610339,0.066,        0.005
227636,2021,40,12,610342,0.142,        0.005
227637,2021,40,12,610343,0.116,        0.002
227638,2021,40,12,610349,0.071,        0.001
227639,2021,40,12,610442,0.222,        0.003
227640,2021,40,12,610443,0.048,        0.001
227641,2021,40,12,610444,0.073,        0.002
227642,2021,40,12,610453,0.064,        0.001
227643,2021,40,12,610459,0.048,        0.001
227644,2021,40,12,610462,0.095,        0.005
227645,2021,40,12,610469,0.006,           NA
227646,2021,40,12,610510,0.033,        0.001
227647,2021,40,12,610711,0.008,           NA
227648,2021,40,12,610719,0.096,        0.001
227649,2021,40,12,610829,0.095,           NA
227650,2021,40,12,610831,0.111,        0.002
227651,2021,40,12,610891,0.189,        0.001
227652,2021,40,12,610910,1.367,        0.012
227653,2021,40,12,610990,0.835,        0.018
227654,2021,40,12,611020,0.273,        0.002
227655,2021,40,12,611090,0.68,        0.004
227656,2021,40,12,611120,0.05,        0.002
227657,2021,40,12,611130,0.406,        0.001
227658,2021,40,12,611190,0.957,        0.012
227659,2021,40,12,611212,0.05,        0.001
227660,2021,40,12,611219,0.077,        0.001
227661,2021,40,12,611249,0.267,        0.001
227662,2021,40,12,611420,0.073,        0.001
227663,2021,40,12,611490,0.448,        0.008
227664,2021,40,12,611592,0.013,        0.001
227665,2021,40,12,611599,0.028,        0.001
227666,2021,40,12,611610,0.038,        0.002
227667,2021,40,12,620213,0.166,        0.001
227668,2021,40,12,620332,0.347,        0.005
227669,2021,40,12,620339,0.652,        0.013
227670,2021,40,12,620341,0.271,        0.002
227671,2021,40,12,620342,0.623,        0.009
227672,2021,40,12,620349,0.434,        0.004
227673,2021,40,12,620422,0.007,           NA
227674,2021,40,12,620432,0.002,           NA
227675,2021,40,12,620439,0.325,        0.004
227676,2021,40,12,620442,0.063,        0.001
227677,2021,40,12,620443,0.063,        0.001
227678,2021,40,12,620449,0.477,        0.007
227679,2021,40,12,620462,0.059,        0.001
227680,2021,40,12,620469,0.313,        0.003
227681,2021,40,12,620520,0.067,        0.001
227682,2021,40,12,620590,0.024,           NA
227683,2021,40,12,620690,0.025,           NA
227684,2021,40,12,620711,0.009,           NA
227685,2021,40,12,620819,0.051,           NA
227686,2021,40,12,620821,0.008,        0.001
227687,2021,40,12,620829,0.059,        0.001
227688,2021,40,12,620899,0.071,        0.003
227689,2021,40,12,620920,0.115,        0.001
227690,2021,40,12,620990,0.129,        0.008
227691,2021,40,12,621040,0.047,        0.001
227692,2021,40,12,621142,0.089,        0.002
227693,2021,40,12,621143,0.533,        0.009
227694,2021,40,12,621420,0.012,           NA
227695,2021,40,12,621490,0.012,           NA
227696,2021,40,12,621600,0.012,        0.001
227697,2021,40,12,621710,0.03,           NA
227698,2021,40,12,630190,0.004,           NA
227699,2021,40,12,630239,0.012,           NA
227700,2021,40,12,630259,0.028,        0.001
227701,2021,40,12,630260,0.033,        0.002
227702,2021,40,12,630790,0.373,        0.030
227703,2021,40,12,640220,0.18,        0.001
227704,2021,40,12,640291,0.098,        0.001
227705,2021,40,12,640299,0.322,        0.011
227706,2021,40,12,640391,0.046,        0.001
227707,2021,40,12,640399,0.395,        0.003
227708,2021,40,12,640411,1.813,        0.018
227709,2021,40,12,640419,0.048,        0.001
227710,2021,40,12,640520,0.002,           NA
227711,2021,40,12,640590,1.411,        0.019
227712,2021,40,12,650590,0.703,        0.009
227713,2021,40,12,650699,0.001,           NA
227714,2021,40,12,660191,0.153,        0.004
227715,2021,40,12,680421,0.381,        0.006
227716,2021,40,12,680610,0.208,        0.082
227717,2021,40,12,680620,44.471,       34.572
227718,2021,40,12,680800,0.035,        0.007
227719,2021,40,12,681510,11.443,        0.010
227720,2021,40,12,690210,2165.956,     2294.310
227721,2021,40,12,690390,21.247,        2.978
227722,2021,40,12,690919,358.782,        1.678
227723,2021,40,12,691310,0.005,           NA
227724,2021,40,12,700600,2.937,        0.578
227725,2021,40,12,700711,0.846,        0.057
227726,2021,40,12,700721,0.27,        0.026
227727,2021,40,12,700910,0.109,        0.002
227728,2021,40,12,700991,0.011,        0.001
227729,2021,40,12,700992,0.019,        0.002
227730,2021,40,12,701090,405.217,      263.918
227731,2021,40,12,701790,0.08,        0.004
227732,2021,40,12,701890,0.015,           NA
227733,2021,40,12,701990,0.4,        0.026
227734,2021,40,12,702000,0.163,        0.056
227735,2021,40,12,711790,0.053,           NA
227736,2021,40,12,721711,0.014,        0.006
227737,2021,40,12,722020,0.092,        0.012
227738,2021,40,12,722220,8.043,        0.805
227739,2021,40,12,722691,21.764,        5.476
227740,2021,40,12,722699,6.077,        1.394
227741,2021,40,12,722830,123.47,       31.934
227742,2021,40,12,722850,46.653,       13.026
227743,2021,40,12,730230,25.647,        0.127
227744,2021,40,12,730441,0.826,        0.017
227745,2021,40,12,730719,0.575,        0.018
227746,2021,40,12,730721,7.03,        0.043
227747,2021,40,12,730729,1.224,        0.055
227748,2021,40,12,730791,17.378,        2.746
227749,2021,40,12,730792,0.066,        0.008
227750,2021,40,12,730799,5.79,        0.038
227751,2021,40,12,730890,15.892,        2.484
227752,2021,40,12,730900,308.951,       36.639
227753,2021,40,12,731100,83.972,       20.213
227754,2021,40,12,731210,2.065,        0.289
227755,2021,40,12,731290,2.309,        0.303
227756,2021,40,12,731511,1.435,        0.034
227757,2021,40,12,731519,0.418,        0.001
227758,2021,40,12,731582,0.084,        0.014
227759,2021,40,12,731590,0.13,        0.001
227760,2021,40,12,731700,1.662,        0.017
227761,2021,40,12,731815,68.299,        2.452
227762,2021,40,12,731816,24.4,        0.354
227763,2021,40,12,731819,0.383,        0.002
227764,2021,40,12,731821,14.38,        0.088
227765,2021,40,12,731822,4.985,        0.133
227766,2021,40,12,731823,0.141,        0.016
227767,2021,40,12,731824,1.637,        0.011
227768,2021,40,12,731829,0.52,        0.001
227769,2021,40,12,732010,0.033,        0.001
227770,2021,40,12,732020,7.526,        0.065
227771,2021,40,12,732090,2.192,        0.018
227772,2021,40,12,732393,9.713,        0.442
227773,2021,40,12,732399,20.329,       18.261
227774,2021,40,12,732620,0.94,        0.009
227775,2021,40,12,732690,107.195,        4.515
227776,2021,40,12,741129,0.028,        0.022
227777,2021,40,12,741220,0.187,        0.005
227778,2021,40,12,741532,0.138,        0.006
227779,2021,40,12,741999,0.647,        0.001
227780,2021,40,12,760421,0.561,        0.037
227781,2021,40,12,760429,2.782,        0.031
227782,2021,40,12,760820,52.218,        5.290
227783,2021,40,12,760900,0.021,        0.007
227784,2021,40,12,761090,0.26,        0.028
227785,2021,40,12,761210,0.012,        0.001
227786,2021,40,12,761690,16.623,        0.405
227787,2021,40,12,790790,0.807,        0.043
227788,2021,40,12,810890,1.262,        0.025
227789,2021,40,12,820232,0.441,        0.015
227790,2021,40,12,820320,0.329,        0.020
227791,2021,40,12,820411,0.348,        0.106
227792,2021,40,12,820420,0.213,        0.003
227793,2021,40,12,820559,3.516,        0.049
227794,2021,40,12,820711,4.753,        0.200
227795,2021,40,12,820712,112.734,       16.129
227796,2021,40,12,820730,20.673,        0.151
227797,2021,40,12,820750,3.761,        0.048
227798,2021,40,12,820770,37.679,        0.103
227799,2021,40,12,820790,6.317,        0.028
227800,2021,40,12,820810,0.07,        0.002
227801,2021,40,12,820840,0.399,        0.017
227802,2021,40,12,820890,6.797,        0.032
227803,2021,40,12,820900,8.476,        0.031
227804,2021,40,12,821192,0.303,        0.002
227805,2021,40,12,821210,0.005,           NA
227806,2021,40,12,821300,0.002,           NA
227807,2021,40,12,821410,0.002,           NA
227808,2021,40,12,821420,0.067,        0.002
227809,2021,40,12,821520,0.001,           NA
227810,2021,40,12,821599,0.041,        0.002
227811,2021,40,12,830110,0.752,        0.028
227812,2021,40,12,830120,1.386,        0.045
227813,2021,40,12,830150,0.136,        0.005
227814,2021,40,12,830170,0.079,        0.001
227815,2021,40,12,830210,714.016,       37.977
227816,2021,40,12,830220,5.759,        0.045
227817,2021,40,12,830230,5.671,        0.106
227818,2021,40,12,830242,1236.113,      120.109
227819,2021,40,12,830249,0.306,        0.005
227820,2021,40,12,830510,20.085,        5.690
227821,2021,40,12,830810,0.004,        0.001
227822,2021,40,12,831000,0.154,        0.006
227823,2021,40,12,831110,10.704,        1.090
227824,2021,40,12,831130,12.206,        0.346
227825,2021,40,12,831190,0.75,        0.050
227826,2021,40,12,840410,8.93,        0.068
227827,2021,40,12,840820,66.527,        1.766
227828,2021,40,12,840999,10.719,        0.625
227829,2021,40,12,841221,42.569,        1.303
227830,2021,40,12,841229,57.372,        0.330
227831,2021,40,12,841231,28.519,        0.140
227832,2021,40,12,841239,19.533,        0.307
227833,2021,40,12,841280,10.766,        0.291
227834,2021,40,12,841290,24.648,        0.196
227835,2021,40,12,841319,10.243,        0.353
227836,2021,40,12,841320,4.051,        0.055
227837,2021,40,12,841330,11.314,        0.205
227838,2021,40,12,841350,11.632,        0.400
227839,2021,40,12,841360,4.55,        0.103
227840,2021,40,12,841370,3.903,        0.153
227841,2021,40,12,841381,1.817,        0.079
227842,2021,40,12,841391,30.664,        0.084
227843,2021,40,12,841392,0.066,        0.004
227844,2021,40,12,841459,25.712,        0.405
227845,2021,40,12,841480,32.678,        1.515
227846,2021,40,12,841490,70.593,        0.610
227847,2021,40,12,841582,1.671,        0.048
227848,2021,40,12,841590,6.247,        0.179
227849,2021,40,12,841690,1.405,        0.069
227850,2021,40,12,841790,1.689,        0.002
227851,2021,40,12,841869,57.368,        1.684
227852,2021,40,12,841920,0.866,        0.007
227853,2021,40,12,841940,15.474,        0.082
227854,2021,40,12,841950,2.035,        0.050
227855,2021,40,12,841989,121.712,        3.898
227856,2021,40,12,841990,2.558,        0.070
227857,2021,40,12,842091,11.236,        0.212
227858,2021,40,12,842121,0.181,        0.052
227859,2021,40,12,842123,8.151,        0.390
227860,2021,40,12,842129,9.332,        0.155
227861,2021,40,12,842131,2.703,        0.091
227862,2021,40,12,842139,63.046,        1.690
227863,2021,40,12,842199,92.462,        2.875
227864,2021,40,12,842290,31.372,        0.017
227865,2021,40,12,842382,5.418,        0.027
227866,2021,40,12,842410,0.582,        0.200
227867,2021,40,12,842489,0.408,        0.140
227868,2021,40,12,842490,3.663,        0.002
227869,2021,40,12,842549,0.034,        0.001
227870,2021,40,12,842649,1669.663,      184.500
227871,2021,40,12,842691,69.769,        6.061
227872,2021,40,12,842810,0.164,        0.010
227873,2021,40,12,842833,239.381,       10.660
227874,2021,40,12,842911,3144.161,      327.025
227875,2021,40,12,843110,0.08,        0.003
227876,2021,40,12,843139,4.867,        0.011
227877,2021,40,12,843149,13.79,        0.969
227878,2021,40,12,843290,1.45,        0.054
227879,2021,40,12,843320,16.027,        1.335
227880,2021,40,12,843359,1286.048,       67.196
227881,2021,40,12,843390,51.431,        6.348
227882,2021,40,12,843680,11.553,        0.798
227883,2021,40,12,843699,8.95,        0.411
227884,2021,40,12,843810,72.336,        0.825
227885,2021,40,12,843890,248.959,        1.224
227886,2021,40,12,843910,115.909,        0.715
227887,2021,40,12,844250,27.783,        0.008
227888,2021,40,12,844390,27.492,        0.287
227889,2021,40,12,844621,167.653,       14.885
227890,2021,40,12,844839,1.03,        0.005
227891,2021,40,12,844849,452.32,        4.479
227892,2021,40,12,845190,0.173,        0.001
227893,2021,40,12,845590,971.624,       24.909
227894,2021,40,12,845610,177.548,        1.394
227895,2021,40,12,846330,203.668,        7.670
227896,2021,40,12,846410,3.237,        0.240
227897,2021,40,12,846510,154.238,        2.688
227898,2021,40,12,846591,145.995,       10.290
227899,2021,40,12,846594,138.971,        6.640
227900,2021,40,12,846595,10.617,        0.885
227901,2021,40,12,846599,519.758,       22.305
227902,2021,40,12,846610,2.448,        0.010
227903,2021,40,12,846691,4.852,        0.002
227904,2021,40,12,846692,35.912,        1.050
227905,2021,40,12,846693,2.92,        0.021
227906,2021,40,12,846694,83.038,        2.284
227907,2021,40,12,846719,7.636,        0.088
227908,2021,40,12,846789,2.468,        0.017
227909,2021,40,12,846799,1.361,        0.024
227910,2021,40,12,846890,4.478,        0.039
227911,2021,40,12,847191,22.22,        0.126
227912,2021,40,12,847193,10.748,        0.060
227913,2021,40,12,847199,21.652,        0.132
227914,2021,40,12,847290,27.262,        0.255
227915,2021,40,12,847329,0.467,        0.003
227916,2021,40,12,847330,16.071,        0.279
227917,2021,40,12,847340,1.249,        0.007
227918,2021,40,12,847431,66.86,        3.040
227919,2021,40,12,847490,29.902,        0.993
227920,2021,40,12,847780,379.567,        9.948
227921,2021,40,12,847790,468.725,        3.519
227922,2021,40,12,847910,41.275,        1.901
227923,2021,40,12,847982,1.805,        0.035
227924,2021,40,12,847989,569.404,        8.422
227925,2021,40,12,847990,48.894,        0.154
227926,2021,40,12,848071,291.518,       10.308
227927,2021,40,12,848079,3.028,        0.047
227928,2021,40,12,848110,33.285,        0.132
227929,2021,40,12,848120,31.462,        0.457
227930,2021,40,12,848130,0.265,        0.007
227931,2021,40,12,848140,11.132,        0.047
227932,2021,40,12,848180,93.564,        1.516
227933,2021,40,12,848190,212.81,        0.576
227934,2021,40,12,848210,10.517,        0.070
227935,2021,40,12,848220,1.782,        0.007
227936,2021,40,12,848230,28.825,        1.108
227937,2021,40,12,848240,0.241,        0.005
227938,2021,40,12,848250,0.422,        0.004
227939,2021,40,12,848299,14.176,        0.057
227940,2021,40,12,848310,52.463,        0.827
227941,2021,40,12,848320,3.87,        0.105
227942,2021,40,12,848330,3.913,        0.025
227943,2021,40,12,848340,131.592,        4.025
227944,2021,40,12,848350,25.056,        3.851
227945,2021,40,12,848360,24.821,        0.989
227946,2021,40,12,848390,62.931,        1.894
227947,2021,40,12,848410,1.39,        0.038
227948,2021,40,12,848490,7.768,        0.320
227949,2021,40,12,848590,2.889,        0.020
227950,2021,40,12,850110,2.966,        0.006
227951,2021,40,12,850131,4.536,        0.060
227952,2021,40,12,850133,16.209,        0.400
227953,2021,40,12,850140,1.599,        0.003
227954,2021,40,12,850151,11.387,        0.080
227955,2021,40,12,850240,1.976,        0.056
227956,2021,40,12,850300,0.423,        0.002
227957,2021,40,12,850432,0.238,        0.013
227958,2021,40,12,850440,68.231,        0.477
227959,2021,40,12,850490,0.235,        0.024
227960,2021,40,12,850511,0.855,        0.051
227961,2021,40,12,850611,0.747,        0.055
227962,2021,40,12,850780,28.467,        0.069
227963,2021,40,12,850790,924.593,      176.104
227964,2021,40,12,850880,0.022,        0.001
227965,2021,40,12,850940,0.018,        0.002
227966,2021,40,12,851220,3.027,        0.040
227967,2021,40,12,851230,0.576,        0.093
227968,2021,40,12,851240,0.205,        0.005
227969,2021,40,12,851290,0.182,        0.003
227970,2021,40,12,851310,0.24,        0.065
227971,2021,40,12,851410,42.2,        0.160
227972,2021,40,12,851539,28.108,        0.480
227973,2021,40,12,851590,298.951,        0.959
227974,2021,40,12,851631,0.047,        0.001
227975,2021,40,12,851632,0.071,        0.001
227976,2021,40,12,851640,0.012,        0.001
227977,2021,40,12,851680,13.402,        0.059
227978,2021,40,12,851690,0.492,        0.001
227979,2021,40,12,851710,0.177,        0.001
227980,2021,40,12,851829,0.196,        0.011
227981,2021,40,12,851830,0.122,        0.002
227982,2021,40,12,851850,0.004,           NA
227983,2021,40,12,852110,0.118,           NA
227984,2021,40,12,852390,65.169,        0.809
227985,2021,40,12,852410,0.118,        0.010
227986,2021,40,12,852520,7.905,        0.008
227987,2021,40,12,852810,7.966,        0.239
227988,2021,40,12,852990,1.299,        0.024
227989,2021,40,12,853010,35.43,        0.055
227990,2021,40,12,853080,0.627,        0.015
227991,2021,40,12,853110,10.405,        0.018
227992,2021,40,12,853120,0.714,        0.025
227993,2021,40,12,853180,0.93,        0.034
227994,2021,40,12,853190,197.978,        0.558
227995,2021,40,12,853225,18.733,        0.038
227996,2021,40,12,853321,0.015,        0.002
227997,2021,40,12,853340,6.717,        0.132
227998,2021,40,12,853400,0.506,        0.004
227999,2021,40,12,853521,0.078,        0.001
228000,2021,40,12,853530,4.383,        0.020
228001,2021,40,12,853590,257.505,       15.763
228002,2021,40,12,853610,0.207,        0.001
228003,2021,40,12,853620,1.27,        0.004
228004,2021,40,12,853630,0.283,        0.012
228005,2021,40,12,853641,1.976,        0.002
228006,2021,40,12,853649,0.448,        0.006
228007,2021,40,12,853650,38.465,        0.511
228008,2021,40,12,853669,1.916,        0.019
228009,2021,40,12,853690,3.778,        0.003
228010,2021,40,12,853710,113.219,        0.985
228011,2021,40,12,853810,2.067,        0.136
228012,2021,40,12,853890,25.859,        0.555
228013,2021,40,12,854211,12.625,        0.028
228014,2021,40,12,854290,6.6,        0.029
228015,2021,40,12,854320,0.234,        0.005
228016,2021,40,12,854380,189.722,        1.695
228017,2021,40,12,854390,0.554,        0.026
228018,2021,40,12,854420,0.894,        0.017
228019,2021,40,12,854430,6.836,        0.115
228020,2021,40,12,854441,17.298,        0.201
228021,2021,40,12,854449,22.341,        0.207
228022,2021,40,12,854460,12.054,        0.170
228023,2021,40,12,854470,0.175,        0.005
228024,2021,40,12,860800,24.843,        5.532
228025,2021,40,12,870321,21.289,        1.196
228026,2021,40,12,870322,59.847,        2.816
228027,2021,40,12,870332,2359.531,       85.680
228028,2021,40,12,870333,45204.335,     1558.620
228029,2021,40,12,870390,1332.191,       40.491
228030,2021,40,12,870421,38800.979,     1192.400
228031,2021,40,12,870530,4662.056,       87.865
228032,2021,40,12,870790,278.507,        5.374
228033,2021,40,12,870810,3.661,        0.054
228034,2021,40,12,870821,1.653,        0.018
228035,2021,40,12,870829,24.644,        0.643
228036,2021,40,12,870839,0.237,        0.011
228037,2021,40,12,870840,1.547,        0.050
